Date/Time,Environmental Audio Exposure (dBASPL),Source
2023-08-05 15:47:32,68.78,Mithat Can’s Apple Watch
2023-08-05 16:17:32,70,Mithat Can’s Apple Watch
2023-08-05 16:47:27,71.55,Mithat Can’s Apple Watch
2023-08-05 17:17:27,74.64,Mithat Can’s Apple Watch
2023-08-05 17:47:27,74.04,Mithat Can’s Apple Watch
2023-08-05 18:17:22,74.05,Mithat Can’s Apple Watch
2023-08-05 18:47:17,74.35,Mithat Can’s Apple Watch
2023-08-05 19:17:17,76.54,Mithat Can’s Apple Watch
2023-08-05 19:47:17,72.24,Mithat Can’s Apple Watch
2023-08-05 20:17:12,73.49,Mithat Can’s Apple Watch
2023-08-05 20:47:07,75.48,Mithat Can’s Apple Watch
2023-08-05 21:17:07,75.26,Mithat Can’s Apple Watch
2023-08-05 21:47:07,78.89,Mithat Can’s Apple Watch
2023-08-05 22:17:07,92.05,Mithat Can’s Apple Watch
2023-08-05 22:37:02,105.56,Mithat Can’s Apple Watch
2023-08-05 23:01:22,100.69,Mithat Can’s Apple Watch
2023-08-05 23:16:42,99.94,Mithat Can’s Apple Watch
2023-08-05 23:41:12,97.31,Mithat Can’s Apple Watch
2023-08-06 00:05:27,94.26,Mithat Can’s Apple Watch
2023-08-06 00:15:17,95.56,Mithat Can’s Apple Watch
2023-08-06 00:39:32,86.6,Mithat Can’s Apple Watch
2023-08-06 01:09:32,76.91,Mithat Can’s Apple Watch
2023-08-06 01:39:32,57.52,Mithat Can’s Apple Watch
2023-08-06 03:43:14,70.51,Mithat Can’s Apple Watch
2023-08-06 04:13:14,71.97,Mithat Can’s Apple Watch
2023-08-06 04:43:14,70.32,Mithat Can’s Apple Watch
2023-08-06 05:13:14,75.01,Mithat Can’s Apple Watch
2023-08-06 05:43:13,68.47,Mithat Can’s Apple Watch
2023-08-06 06:13:13,72.88,Mithat Can’s Apple Watch
2023-08-06 06:43:13,77.25,Mithat Can’s Apple Watch
2023-08-06 07:13:13,67.86,Mithat Can’s Apple Watch
2023-08-06 07:43:13,67.73,Mithat Can’s Apple Watch
2023-08-06 08:13:08,84.71,Mithat Can’s Apple Watch
2023-08-06 08:43:03,80.42,Mithat Can’s Apple Watch
2023-08-06 09:12:58,78.84,Mithat Can’s Apple Watch
2023-08-06 09:42:53,74.9,Mithat Can’s Apple Watch
2023-08-06 10:12:48,75.87,Mithat Can’s Apple Watch
2023-08-06 10:42:43,73.6,Mithat Can’s Apple Watch
2023-08-06 11:12:43,74.15,Mithat Can’s Apple Watch
2023-08-06 11:42:43,76.26,Mithat Can’s Apple Watch
2023-08-06 12:12:43,80.92,Mithat Can’s Apple Watch
2023-08-06 12:42:43,71.07,Mithat Can’s Apple Watch
2023-08-06 13:12:43,76.48,Mithat Can’s Apple Watch
2023-08-06 13:42:38,67.44,Mithat Can’s Apple Watch
2023-08-06 18:07:18,69.78,Mithat Can’s Apple Watch
2023-08-06 18:37:13,70.33,Mithat Can’s Apple Watch
2023-08-06 19:07:13,73.9,Mithat Can’s Apple Watch
2023-08-06 19:37:13,75.82,Mithat Can’s Apple Watch
2023-08-06 20:07:08,77.51,Mithat Can’s Apple Watch
2023-08-06 20:37:08,78.7,Mithat Can’s Apple Watch
2023-08-06 21:07:03,77.21,Mithat Can’s Apple Watch
2023-08-06 21:36:58,76.24,Mithat Can’s Apple Watch
2023-08-06 22:06:58,78.99,Mithat Can’s Apple Watch
2023-08-06 22:36:58,80.21,Mithat Can’s Apple Watch
2023-08-06 23:06:53,80.79,Mithat Can’s Apple Watch
2023-08-06 23:36:48,80.23,Mithat Can’s Apple Watch
2023-08-07 00:06:43,79.71,Mithat Can’s Apple Watch
2023-08-07 00:36:38,73.91,Mithat Can’s Apple Watch
2023-08-07 01:06:33,73.32,Mithat Can’s Apple Watch
2023-08-07 19:40:28,56.77,Mithat Can’s Apple Watch
2023-08-07 20:10:28,60.97,Mithat Can’s Apple Watch
2023-08-07 20:40:28,71.85,Mithat Can’s Apple Watch
2023-08-07 21:10:23,83.13,Mithat Can’s Apple Watch
2023-08-07 21:40:23,82.78,Mithat Can’s Apple Watch
2023-08-07 22:10:21,83.12,Mithat Can’s Apple Watch
2023-08-07 22:40:18,79.91,Mithat Can’s Apple Watch
2023-08-07 23:10:18,83.33,Mithat Can’s Apple Watch
2023-08-07 23:40:16,76.93,Mithat Can’s Apple Watch
2023-08-08 00:10:13,73.76,Mithat Can’s Apple Watch
2023-08-08 00:40:08,73.4,Mithat Can’s Apple Watch
2023-08-08 01:10:08,74.04,Mithat Can’s Apple Watch
2023-08-08 01:40:03,76.14,Mithat Can’s Apple Watch
2023-08-08 02:10:03,71.24,Mithat Can’s Apple Watch
2023-08-08 10:55:03,63.37,Mithat Can’s Apple Watch
2023-08-08 11:24:58,67.44,Mithat Can’s Apple Watch
2023-08-08 11:54:53,72.77,Mithat Can’s Apple Watch
2023-08-08 12:24:53,71.1,Mithat Can’s Apple Watch
2023-08-08 12:54:53,73.4,Mithat Can’s Apple Watch
2023-08-08 13:24:53,76.91,Mithat Can’s Apple Watch
2023-08-08 13:54:48,76.24,Mithat Can’s Apple Watch
2023-08-08 14:24:48,79.66,Mithat Can’s Apple Watch
2023-08-08 14:54:43,84.06,Mithat Can’s Apple Watch
2023-08-08 15:24:38,74.35,Mithat Can’s Apple Watch
2023-08-08 15:54:38,74.07,Mithat Can’s Apple Watch
2023-08-08 16:24:38,68.71,Mithat Can’s Apple Watch
2023-08-08 16:54:33,73.04,Mithat Can’s Apple Watch
2023-08-08 17:24:28,72.72,Mithat Can’s Apple Watch
2023-08-08 17:54:28,76.5,Mithat Can’s Apple Watch
2023-08-08 18:24:28,81.67,Mithat Can’s Apple Watch
2023-08-08 18:54:28,75.49,Mithat Can’s Apple Watch
2023-08-08 19:24:28,72.84,Mithat Can’s Apple Watch
2023-08-08 19:54:23,81.3,Mithat Can’s Apple Watch
2023-08-08 20:24:18,89.12,Mithat Can’s Apple Watch
2023-08-08 20:31:13,92.82,Mithat Can’s Apple Watch
2023-08-08 20:56:23,91.73,Mithat Can’s Apple Watch
2023-08-08 21:10:28,91.55,Mithat Can’s Apple Watch
2023-08-08 21:36:53,91.95,Mithat Can’s Apple Watch
2023-08-08 21:41:58,89.8,Mithat Can’s Apple Watch
2023-08-08 22:11:53,85.23,Mithat Can’s Apple Watch
2023-08-08 22:41:53,81.24,Mithat Can’s Apple Watch
2023-08-08 23:11:48,78.82,Mithat Can’s Apple Watch
2023-08-08 23:41:46,52.11,Mithat Can’s Apple Watch
2023-08-09 10:16:08,68.13,Mithat Can’s Apple Watch
2023-08-09 10:46:08,75.23,Mithat Can’s Apple Watch
2023-08-09 11:16:08,72.08,Mithat Can’s Apple Watch
2023-08-09 12:10:07,70.48,Mithat Can’s Apple Watch
2023-08-09 13:50:21,71.28,Mithat Can’s Apple Watch
2023-08-09 17:06:13,64.78,Mithat Can’s Apple Watch
2023-08-09 18:15:34,85.87,Mithat Can’s Apple Watch
2023-08-09 18:45:29,62.73,Mithat Can’s Apple Watch
2023-08-09 19:37:56,67.58,Mithat Can’s Apple Watch
2023-08-09 20:07:56,77.37,Mithat Can’s Apple Watch
2023-08-09 20:37:51,80.92,Mithat Can’s Apple Watch
2023-08-09 21:07:51,82.84,Mithat Can’s Apple Watch
2023-08-09 21:37:51,79.81,Mithat Can’s Apple Watch
2023-08-09 22:07:51,81.34,Mithat Can’s Apple Watch
2023-08-09 22:37:51,80.47,Mithat Can’s Apple Watch
2023-08-09 23:07:46,76.31,Mithat Can’s Apple Watch
2023-08-09 23:37:41,74.18,Mithat Can’s Apple Watch
2023-08-10 00:07:36,75.72,Mithat Can’s Apple Watch
2023-08-10 00:37:31,71.88,Mithat Can’s Apple Watch
2023-08-10 01:12:27,69.88,Mithat Can’s Apple Watch
2023-08-10 01:42:27,77.28,Mithat Can’s Apple Watch
2023-08-10 10:42:46,40.3,Mithat Can’s Apple Watch
2023-08-10 12:30:27,76.22,Mithat Can’s Apple Watch
2023-08-10 13:00:27,72.03,Mithat Can’s Apple Watch
2023-08-10 13:30:27,76.72,Mithat Can’s Apple Watch
2023-08-10 14:00:27,72.18,Mithat Can’s Apple Watch
2023-08-10 16:17:40,67.74,Mithat Can’s Apple Watch
2023-08-10 17:00:40,68.37,Mithat Can’s Apple Watch
2023-08-10 17:30:40,70.91,Mithat Can’s Apple Watch
2023-08-10 18:00:35,77.9,Mithat Can’s Apple Watch
2023-08-10 18:30:30,81.68,Mithat Can’s Apple Watch
2023-08-10 19:00:25,86.03,Mithat Can’s Apple Watch
2023-08-10 19:27:45,87.67,Mithat Can’s Apple Watch
2023-08-10 19:52:30,87.94,Mithat Can’s Apple Watch
2023-08-10 20:17:15,79.94,Mithat Can’s Apple Watch
2023-08-10 20:47:15,82.21,Mithat Can’s Apple Watch
2023-08-10 21:17:15,78.61,Mithat Can’s Apple Watch
2023-08-10 21:47:10,77.61,Mithat Can’s Apple Watch
2023-08-10 22:17:10,80.17,Mithat Can’s Apple Watch
2023-08-10 22:47:10,80.27,Mithat Can’s Apple Watch
2023-08-10 23:17:10,80.48,Mithat Can’s Apple Watch
2023-08-10 23:47:10,80.12,Mithat Can’s Apple Watch
2023-08-11 00:17:05,75.79,Mithat Can’s Apple Watch
2023-08-11 00:47:00,75.6,Mithat Can’s Apple Watch
2023-08-11 01:17:00,69.46,Mithat Can’s Apple Watch
2023-08-11 01:47:00,83.7,Mithat Can’s Apple Watch
2023-08-11 02:16:55,75.89,Mithat Can’s Apple Watch
2023-08-11 02:46:55,73,Mithat Can’s Apple Watch
2023-08-11 03:16:50,70.03,Mithat Can’s Apple Watch
2023-08-11 03:46:50,64.89,Mithat Can’s Apple Watch
2023-08-11 10:18:02,67.86,Mithat Can’s Apple Watch
2023-08-11 10:48:02,68.22,Mithat Can’s Apple Watch
2023-08-11 11:18:02,76.5,Mithat Can’s Apple Watch
2023-08-11 11:47:57,73.92,Mithat Can’s Apple Watch
2023-08-11 12:17:57,75.99,Mithat Can’s Apple Watch
2023-08-11 12:47:52,77.52,Mithat Can’s Apple Watch
2023-08-11 13:17:47,76.94,Mithat Can’s Apple Watch
2023-08-11 13:47:42,77.36,Mithat Can’s Apple Watch
2023-08-11 14:17:37,75.29,Mithat Can’s Apple Watch
2023-08-11 14:47:32,69.53,Mithat Can’s Apple Watch
2023-08-11 15:17:27,71.76,Mithat Can’s Apple Watch
2023-08-11 15:47:27,69.09,Mithat Can’s Apple Watch
2023-08-11 16:17:27,68.53,Mithat Can’s Apple Watch
2023-08-11 16:47:27,69.2,Mithat Can’s Apple Watch
2023-08-11 17:17:27,71.94,Mithat Can’s Apple Watch
2023-08-11 17:47:27,71.34,Mithat Can’s Apple Watch
2023-08-11 18:17:27,73.22,Mithat Can’s Apple Watch
2023-08-11 18:47:27,75.73,Mithat Can’s Apple Watch
2023-08-11 19:17:22,71.95,Mithat Can’s Apple Watch
2023-08-11 19:47:17,77.59,Mithat Can’s Apple Watch
2023-08-11 20:17:17,80.24,Mithat Can’s Apple Watch
2023-08-11 20:47:17,74.13,Mithat Can’s Apple Watch
2023-08-11 21:17:17,74.12,Mithat Can’s Apple Watch
2023-08-11 21:47:17,71.54,Mithat Can’s Apple Watch
2023-08-11 22:17:12,68.9,Mithat Can’s Apple Watch
2023-08-11 22:47:07,68.01,Mithat Can’s Apple Watch
2023-08-11 23:17:07,69.51,Mithat Can’s Apple Watch
2023-08-16 14:26:37,74.29,Mithat Can’s Apple Watch
2023-08-16 14:56:32,72.19,Mithat Can’s Apple Watch
2023-08-16 15:26:27,80.22,Mithat Can’s Apple Watch
2023-08-16 15:56:22,77.49,Mithat Can’s Apple Watch
2023-08-16 16:26:17,67.32,Mithat Can’s Apple Watch
2023-08-16 16:55:55,63.5,Mithat Can’s Apple Watch
2023-08-16 19:38:46,70.08,Mithat Can’s Apple Watch
2023-08-16 20:08:41,70.54,Mithat Can’s Apple Watch
2023-08-16 20:38:37,66.67,Mithat Can’s Apple Watch
2023-08-16 21:08:32,65.39,Mithat Can’s Apple Watch
2023-08-16 21:38:32,67.64,Mithat Can’s Apple Watch
2023-08-16 22:08:27,62.6,Mithat Can’s Apple Watch
2023-08-16 22:38:27,51.82,Mithat Can’s Apple Watch
2023-08-16 23:08:22,37.38,Mithat Can’s Apple Watch
2023-08-16 23:38:17,61.67,Mithat Can’s Apple Watch
2023-08-17 00:08:12,55.17,Mithat Can’s Apple Watch
2023-08-17 18:49:04,37.54,Mithat Can’s Apple Watch
2023-08-17 19:32:30,73.96,Mithat Can’s Apple Watch
2023-08-17 20:02:30,79.05,Mithat Can’s Apple Watch
2023-08-17 20:32:25,98.02,Mithat Can’s Apple Watch
2023-08-17 20:46:20,96.63,Mithat Can’s Apple Watch
2023-08-17 21:12:35,98.92,Mithat Can’s Apple Watch
2023-08-17 21:28:55,92.04,Mithat Can’s Apple Watch
2023-08-17 21:58:55,95.79,Mithat Can’s Apple Watch
2023-08-17 22:24:10,95.23,Mithat Can’s Apple Watch
2023-08-17 22:47:40,88.02,Mithat Can’s Apple Watch
2023-08-17 23:17:35,78.15,Mithat Can’s Apple Watch
2023-08-17 23:47:30,71.45,Mithat Can’s Apple Watch
2023-08-18 00:17:25,36.02,Mithat Can’s Apple Watch
2023-08-18 07:49:42,66.13,Mithat Can’s Apple Watch
2023-08-18 08:19:42,71.45,Mithat Can’s Apple Watch
2023-08-18 08:49:41,74.36,Mithat Can’s Apple Watch
2023-08-18 09:19:41,81.84,Mithat Can’s Apple Watch
2023-08-18 09:49:41,77.75,Mithat Can’s Apple Watch
2023-08-18 10:19:41,71.42,Mithat Can’s Apple Watch
2023-08-18 10:49:36,68.79,Mithat Can’s Apple Watch
2023-08-18 11:19:31,73.74,Mithat Can’s Apple Watch
2023-08-18 11:49:26,66.48,Mithat Can’s Apple Watch
2023-08-18 12:19:26,67.9,Mithat Can’s Apple Watch
2023-08-18 12:49:26,66.9,Mithat Can’s Apple Watch
2023-08-18 13:19:26,61.25,Mithat Can’s Apple Watch
2023-08-18 14:14:31,76.4,Mithat Can’s Apple Watch
2023-08-18 14:44:26,79.52,Mithat Can’s Apple Watch
2023-08-18 15:14:21,75.93,Mithat Can’s Apple Watch
2023-08-18 15:44:16,73.16,Mithat Can’s Apple Watch
2023-08-18 16:14:11,74.11,Mithat Can’s Apple Watch
2023-08-18 16:44:11,72.27,Mithat Can’s Apple Watch
2023-08-18 17:14:06,67.84,Mithat Can’s Apple Watch
2023-08-18 17:44:01,68.51,Mithat Can’s Apple Watch
2023-08-18 18:14:01,71.25,Mithat Can’s Apple Watch
2023-08-18 18:43:56,72.11,Mithat Can’s Apple Watch
2023-08-18 19:13:56,78.25,Mithat Can’s Apple Watch
2023-08-18 19:43:56,77.94,Mithat Can’s Apple Watch
2023-08-18 20:13:51,73.13,Mithat Can’s Apple Watch
2023-08-18 20:43:46,82.05,Mithat Can’s Apple Watch
2023-08-18 21:13:41,81.17,Mithat Can’s Apple Watch
2023-08-18 21:43:41,81.87,Mithat Can’s Apple Watch
2023-08-18 22:13:41,82.07,Mithat Can’s Apple Watch
2023-08-18 22:43:36,78.84,Mithat Can’s Apple Watch
2023-08-18 23:13:31,80.46,Mithat Can’s Apple Watch
2023-08-18 23:43:31,80.13,Mithat Can’s Apple Watch
2023-08-19 00:13:31,78.97,Mithat Can’s Apple Watch
2023-08-19 00:43:31,76.44,Mithat Can’s Apple Watch
2023-08-19 01:13:31,74.32,Mithat Can’s Apple Watch
2023-08-19 01:43:31,75.56,Mithat Can’s Apple Watch
2023-08-19 02:13:31,73.55,Mithat Can’s Apple Watch
2023-08-19 02:43:46,70.31,Mithat Can’s Apple Watch
2023-08-19 03:13:41,47.6,Mithat Can’s Apple Watch
2023-08-19 14:33:07,77.35,Mithat Can’s Apple Watch
2023-08-19 15:03:02,77.85,Mithat Can’s Apple Watch
2023-08-19 15:32:57,75.54,Mithat Can’s Apple Watch
2023-08-19 16:02:57,74.63,Mithat Can’s Apple Watch
2023-08-19 16:32:52,79.39,Mithat Can’s Apple Watch
2023-08-19 17:02:52,91.52,Mithat Can’s Apple Watch
2023-08-19 17:32:47,85.64,Mithat Can’s Apple Watch
2023-08-19 18:02:47,73.94,Mithat Can’s Apple Watch
2023-08-19 18:32:47,77.64,Mithat Can’s Apple Watch
2023-08-19 19:02:42,73.64,Mithat Can’s Apple Watch
2023-08-19 19:32:37,72.85,Mithat Can’s Apple Watch
2023-08-19 20:02:32,70.83,Mithat Can’s Apple Watch
2023-08-19 20:32:32,68.43,Mithat Can’s Apple Watch
2023-08-19 21:02:32,71.36,Mithat Can’s Apple Watch
2023-08-19 21:32:27,70.58,Mithat Can’s Apple Watch
2023-08-19 22:02:22,73.29,Mithat Can’s Apple Watch
2023-08-19 22:32:27,69.46,Mithat Can’s Apple Watch
2023-08-19 23:02:22,67.55,Mithat Can’s Apple Watch
2023-08-19 23:32:17,66.86,Mithat Can’s Apple Watch
2023-08-20 00:02:12,64.14,Mithat Can’s Apple Watch
2023-08-20 00:32:12,63.11,Mithat Can’s Apple Watch
2023-08-20 01:02:12,67.23,Mithat Can’s Apple Watch
2023-08-20 01:32:07,76.5,Mithat Can’s Apple Watch
2023-08-20 10:02:19,63.91,Mithat Can’s Apple Watch
2023-08-20 10:32:19,69.6,Mithat Can’s Apple Watch
2023-08-20 11:02:14,73.51,Mithat Can’s Apple Watch
2023-08-20 11:32:14,72.85,Mithat Can’s Apple Watch
2023-08-20 12:02:09,69.95,Mithat Can’s Apple Watch
2023-08-20 12:32:09,71.24,Mithat Can’s Apple Watch
2023-08-20 13:02:09,74.23,Mithat Can’s Apple Watch
2023-08-20 13:32:04,72.63,Mithat Can’s Apple Watch
2023-08-20 14:01:59,73.11,Mithat Can’s Apple Watch
2023-08-20 14:31:54,72.4,Mithat Can’s Apple Watch
2023-08-20 15:01:54,81.63,Mithat Can’s Apple Watch
2023-08-20 15:31:54,80.47,Mithat Can’s Apple Watch
2023-08-20 16:01:54,74.34,Mithat Can’s Apple Watch
2023-08-20 16:31:49,68.91,Mithat Can’s Apple Watch
2023-08-20 17:01:44,71.83,Mithat Can’s Apple Watch
2023-08-20 17:31:44,85.71,Mithat Can’s Apple Watch
2023-08-20 18:01:40,67.35,Mithat Can’s Apple Watch
2023-08-20 18:31:40,68.72,Mithat Can’s Apple Watch
2023-08-20 19:01:40,72.92,Mithat Can’s Apple Watch
2023-08-20 19:31:35,72.09,Mithat Can’s Apple Watch
2023-08-20 20:01:35,75.98,Mithat Can’s Apple Watch
2023-08-20 20:31:35,76.13,Mithat Can’s Apple Watch
2023-08-20 21:01:35,79.08,Mithat Can’s Apple Watch
2023-08-20 21:31:35,71.97,Mithat Can’s Apple Watch
2023-08-22 18:13:34,73.52,Mithat Can’s Apple Watch
2023-08-22 18:43:34,74.24,Mithat Can’s Apple Watch
2023-08-22 19:13:34,74.36,Mithat Can’s Apple Watch
2023-08-22 19:43:34,72.35,Mithat Can’s Apple Watch
2023-08-22 20:13:34,77.84,Mithat Can’s Apple Watch
2023-08-22 20:43:34,77,Mithat Can’s Apple Watch
2023-08-22 21:13:29,72.44,Mithat Can’s Apple Watch
2023-08-23 14:06:03,74.61,Mithat Can’s Apple Watch
2023-08-23 14:36:03,76.43,Mithat Can’s Apple Watch
2023-08-23 15:05:58,73.99,Mithat Can’s Apple Watch
2023-08-23 15:35:53,74.33,Mithat Can’s Apple Watch
2023-08-23 16:05:48,75.28,Mithat Can’s Apple Watch
2023-08-23 16:35:48,67.97,Mithat Can’s Apple Watch
2023-08-23 17:05:48,65.11,Mithat Can’s Apple Watch
2023-08-23 17:35:48,63.65,Mithat Can’s Apple Watch
2023-08-23 18:05:48,63.57,Mithat Can’s Apple Watch
2023-08-23 18:35:48,58.92,Mithat Can’s Apple Watch
2023-08-23 19:05:48,59.17,Mithat Can’s Apple Watch
2023-08-23 19:35:48,66.86,Mithat Can’s Apple Watch
2023-08-23 20:05:48,68.5,Mithat Can’s Apple Watch
2023-08-23 20:35:48,70.2,Mithat Can’s Apple Watch
2023-08-23 21:05:48,73.49,Mithat Can’s Apple Watch
2023-08-24 19:56:25,75.8,Mithat Can’s Apple Watch
2023-08-24 20:26:25,74.22,Mithat Can’s Apple Watch
2023-08-24 20:56:24,76.98,Mithat Can’s Apple Watch
2023-08-24 21:26:24,75.65,Mithat Can’s Apple Watch
2023-08-24 21:56:24,67.8,Mithat Can’s Apple Watch
2023-08-24 22:26:24,60.02,Mithat Can’s Apple Watch
2023-08-24 22:56:19,54.35,Mithat Can’s Apple Watch
2023-08-24 23:26:14,48.67,Mithat Can’s Apple Watch
2023-08-24 23:56:09,50.63,Mithat Can’s Apple Watch
2023-08-25 00:26:04,51.24,Mithat Can’s Apple Watch
2023-08-25 00:56:04,52.94,Mithat Can’s Apple Watch
2023-08-25 11:59:36,69.97,Mithat Can’s Apple Watch
2023-08-25 12:29:31,67.65,Mithat Can’s Apple Watch
2023-08-25 12:59:31,68.86,Mithat Can’s Apple Watch
2023-08-25 13:29:26,72.92,Mithat Can’s Apple Watch
2023-08-25 13:59:26,69.72,Mithat Can’s Apple Watch
2023-08-25 14:29:21,66.31,Mithat Can’s Apple Watch
2023-08-25 14:59:16,65.86,Mithat Can’s Apple Watch
2023-08-25 15:29:11,66.32,Mithat Can’s Apple Watch
2023-08-25 15:59:06,68.8,Mithat Can’s Apple Watch
2023-08-25 16:29:01,70.04,Mithat Can’s Apple Watch
2023-08-25 16:58:56,69.44,Mithat Can’s Apple Watch
2023-08-25 17:28:51,70.84,Mithat Can’s Apple Watch
2023-08-25 17:58:46,73.3,Mithat Can’s Apple Watch
2023-08-25 18:28:46,70.41,Mithat Can’s Apple Watch
2023-08-25 18:58:46,69.46,Mithat Can’s Apple Watch
2023-08-25 19:28:41,74.38,Mithat Can’s Apple Watch
2023-08-25 19:58:36,75.31,Mithat Can’s Apple Watch
2023-08-25 20:28:31,75.44,Mithat Can’s Apple Watch
2023-08-25 20:58:41,71.34,Mithat Can’s Apple Watch
2023-08-25 21:28:41,70.27,Mithat Can’s Apple Watch
2023-08-25 21:58:41,71.39,Mithat Can’s Apple Watch
2023-08-25 22:28:41,69.55,Mithat Can’s Apple Watch
2023-08-25 22:58:41,70.97,Mithat Can’s Apple Watch
2023-08-25 23:28:36,67.7,Mithat Can’s Apple Watch
2023-08-25 23:58:31,54.75,Mithat Can’s Apple Watch
2023-08-26 19:20:15,68.74,Mithat Can’s Apple Watch
2023-08-26 19:50:15,68.07,Mithat Can’s Apple Watch
2023-08-26 20:20:15,64.89,Mithat Can’s Apple Watch
2023-08-26 20:50:15,67.37,Mithat Can’s Apple Watch
2023-08-26 21:20:15,67.19,Mithat Can’s Apple Watch
2023-08-26 21:50:15,65.68,Mithat Can’s Apple Watch
2023-08-26 22:20:15,60.14,Mithat Can’s Apple Watch
2023-08-27 04:41:57,66.14,Mithat Can’s Apple Watch
2023-08-27 05:11:57,60.35,Mithat Can’s Apple Watch
2023-08-27 05:41:52,62.67,Mithat Can’s Apple Watch
2023-08-27 06:11:47,63.5,Mithat Can’s Apple Watch
2023-08-27 06:41:47,67.09,Mithat Can’s Apple Watch
2023-08-27 07:11:47,62.52,Mithat Can’s Apple Watch
2023-08-27 07:41:47,62.54,Mithat Can’s Apple Watch
2023-08-27 08:11:47,71.11,Mithat Can’s Apple Watch
2023-08-27 08:41:47,68.98,Mithat Can’s Apple Watch
2023-08-27 09:11:47,63.89,Mithat Can’s Apple Watch
2023-08-27 09:41:42,52.71,Mithat Can’s Apple Watch
2023-08-27 10:11:42,60.36,Mithat Can’s Apple Watch
2023-08-27 10:41:42,74.71,Mithat Can’s Apple Watch
2023-08-27 11:11:42,70.86,Mithat Can’s Apple Watch
2023-08-27 11:41:42,66.74,Mithat Can’s Apple Watch
2023-08-27 12:11:42,66.82,Mithat Can’s Apple Watch
2023-08-27 12:41:42,70.4,Mithat Can’s Apple Watch
2023-08-27 13:11:42,69.4,Mithat Can’s Apple Watch
2023-08-27 13:43:05,69.91,Mithat Can’s Apple Watch
2023-08-27 14:13:05,71.38,Mithat Can’s Apple Watch
2023-08-27 14:43:03,71.63,Mithat Can’s Apple Watch
2023-08-27 15:13:00,73.47,Mithat Can’s Apple Watch
2023-08-27 15:43:00,69.33,Mithat Can’s Apple Watch
2023-08-27 16:12:58,69.16,Mithat Can’s Apple Watch
2023-08-27 16:42:53,72.35,Mithat Can’s Apple Watch
2023-08-27 17:12:48,75.07,Mithat Can’s Apple Watch
2023-08-27 17:42:43,76.19,Mithat Can’s Apple Watch
2023-08-27 18:12:38,80.01,Mithat Can’s Apple Watch
2023-08-27 18:42:38,64.39,Mithat Can’s Apple Watch
2023-08-27 19:12:35,67.26,Mithat Can’s Apple Watch
2023-08-27 19:42:30,67.64,Mithat Can’s Apple Watch
2023-08-27 20:12:30,72.26,Mithat Can’s Apple Watch
2023-08-27 20:42:30,72.05,Mithat Can’s Apple Watch
2023-08-27 21:12:25,70.91,Mithat Can’s Apple Watch
2023-08-27 21:42:25,71.63,Mithat Can’s Apple Watch
2023-08-27 22:12:25,79.5,Mithat Can’s Apple Watch
2023-08-28 22:07:47,70.7,Mithat Can’s Apple Watch
2023-08-28 22:37:42,70.06,Mithat Can’s Apple Watch
2023-08-28 23:07:42,73.68,Mithat Can’s Apple Watch
2023-08-28 23:37:37,74.63,Mithat Can’s Apple Watch
2023-08-29 00:07:32,70.79,Mithat Can’s Apple Watch
2023-08-29 00:37:32,60.04,Mithat Can’s Apple Watch
2023-08-29 10:20:51,62.89,Mithat Can’s Apple Watch
2023-08-29 10:50:46,71.14,Mithat Can’s Apple Watch
2023-08-29 11:20:41,66.61,Mithat Can’s Apple Watch
2023-08-29 11:50:36,72.62,Mithat Can’s Apple Watch
2023-08-29 12:20:31,67.09,Mithat Can’s Apple Watch
2023-08-29 12:50:26,70.58,Mithat Can’s Apple Watch
2023-08-29 13:20:22,68.22,Mithat Can’s Apple Watch
2023-08-29 13:50:17,69.34,Mithat Can’s Apple Watch
2023-08-29 14:20:12,73.69,Mithat Can’s Apple Watch
2023-08-29 14:50:12,69.4,Mithat Can’s Apple Watch
2023-08-29 15:20:12,63.56,Mithat Can’s Apple Watch
2023-08-29 15:50:12,66.01,Mithat Can’s Apple Watch
2023-08-29 18:08:10,74.84,Mithat Can’s Apple Watch
2023-08-29 18:38:10,66.39,Mithat Can’s Apple Watch
2023-08-29 22:10:58,77.29,Mithat Can’s Apple Watch
2023-08-29 22:40:53,74.02,Mithat Can’s Apple Watch
2023-08-29 23:10:53,62.79,Mithat Can’s Apple Watch
2023-08-29 23:40:48,63.11,Mithat Can’s Apple Watch
2023-08-30 00:10:43,69.67,Mithat Can’s Apple Watch
2023-08-30 00:40:43,57.57,Mithat Can’s Apple Watch
2023-08-30 15:59:42,56.86,Mithat Can’s Apple Watch
2023-08-30 18:41:37,70.12,Mithat Can’s Apple Watch
2023-08-30 19:11:32,67.48,Mithat Can’s Apple Watch
2023-08-30 19:41:27,65.38,Mithat Can’s Apple Watch
2023-08-30 20:11:22,65.25,Mithat Can’s Apple Watch
2023-08-30 20:41:17,66.07,Mithat Can’s Apple Watch
2023-08-30 21:11:17,65.69,Mithat Can’s Apple Watch
2023-08-30 21:41:17,65.54,Mithat Can’s Apple Watch
2023-08-30 22:11:17,65.54,Mithat Can’s Apple Watch
2023-08-30 22:41:17,58.4,Mithat Can’s Apple Watch
2023-08-31 08:10:13,69.74,Mithat Can’s Apple Watch
2023-08-31 08:40:08,65.86,Mithat Can’s Apple Watch
2023-08-31 09:10:08,70.41,Mithat Can’s Apple Watch
2023-08-31 09:40:03,75.98,Mithat Can’s Apple Watch
2023-08-31 10:09:58,62.56,Mithat Can’s Apple Watch
