dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1694217600,2023-09-09 00:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,18.94,1900,16.55,19.14,18.28,19.41,1016,,,86,1.54,300,,,,,,0,741,Fog,fog,50n
1694217600,2023-09-09 00:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,18.94,1900,16.55,19.14,18.28,19.41,1016,,,86,1.54,300,,,,,,0,701,Mist,mist,50n
1694221200,2023-09-09 01:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,18.69,,16.3,18.86,17.72,19.41,1016,,,86,0.89,265,1.34,,,,,0,800,Clear,sky is clear,01n
1694224800,2023-09-09 02:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,18.42,1500,16.57,18.64,17.17,19.41,1016,,,89,1.03,280,,,,,,0,741,Fog,fog,50n
1694228400,2023-09-09 03:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,17.38,300,15.55,17.5,15.97,18.29,1016,,,89,1.54,270,,,,,,100,741,Fog,fog,50n
1694232000,2023-09-09 04:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,16.88,1200,14.88,16.92,15.52,17.74,1016,,,88,0,0,,,,,,100,741,Fog,fog,50n
1694235600,2023-09-09 05:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,16.09,250,13.93,16.03,14.97,16.63,1016,,,87,1.03,200,,,,,,76,741,Fog,fog,50n
1694239200,2023-09-09 06:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,16.74,,15.77,16.92,16.07,17.73,1016,,,94,0.45,172,0.89,,,,,77,803,Clouds,broken clouds,04d
1694242800,2023-09-09 07:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,19.53,700,18.2,19.94,17.71,20.53,1017,,,92,1.03,150,,,,,,76,741,Fog,fog,50d
1694246400,2023-09-09 08:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,20.59,4500,17.79,20.9,19.37,22.74,1017,,,84,0.51,0,,,,,,75,741,Fog,fog,50d
1694246400,2023-09-09 08:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,20.59,4500,17.79,20.9,19.37,22.74,1017,,,84,0.51,0,,,,,,75,701,Mist,mist,50d
1694250000,2023-09-09 09:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,23.23,10000,18.12,23.51,21.64,25.52,1017,,,73,1.03,0,,,,,,0,800,Clear,sky is clear,01d
1694253600,2023-09-09 10:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,25.36,10000,18.31,25.65,24.39,26.06,1017,,,65,1.79,200,3.13,,,,,0,800,Clear,sky is clear,01d
1694257200,2023-09-09 11:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,26.67,10000,18.53,27.74,25.49,27.73,1017,,,61,1.54,310,,,,,,0,800,Clear,sky is clear,01d
1694260800,2023-09-09 12:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,27.68,10000,18.39,28.7,26.61,28.29,1017,,,57,2.24,239,4.47,,,,,0,800,Clear,sky is clear,01d
1694264400,2023-09-09 13:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,28,10000,18.41,29.02,27.15,28.85,1017,,,56,1.79,97,3.13,,,,,0,800,Clear,sky is clear,01d
1694268000,2023-09-09 14:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,28.33,10000,18.43,29.36,27.16,29.4,1017,,,55,1.34,70,2.68,,,,,0,800,Clear,sky is clear,01d
1694271600,2023-09-09 15:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,28.54,10000,18.62,29.65,27.71,29.41,1017,,,55,1.79,55,3.13,,,,,0,800,Clear,sky is clear,01d
1694275200,2023-09-09 16:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,28.18,10000,18.58,29.26,27.17,29.4,1017,,,56,1.03,0,,,,,,0,800,Clear,sky is clear,01d
1694278800,2023-09-09 17:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,27.11,10000,19.46,28.45,26.07,27.75,1017,,,63,3.09,120,,,,,,0,800,Clear,sky is clear,01d
1694282400,2023-09-09 18:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,24.71,10000,19.77,25.17,23.84,25.52,1017,,,74,2.06,140,,,,,,0,800,Clear,sky is clear,01d
1694286000,2023-09-09 19:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,22.92,10000,19.29,23.36,22.16,23.84,1017,,,80,1.54,80,,,,,,0,800,Clear,sky is clear,01n
1694289600,2023-09-09 20:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,21.93,10000,18.32,22.27,20.5,22.74,1017,,,80,2.06,90,,,,,,0,800,Clear,sky is clear,01n
1694293200,2023-09-09 21:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,21.67,10000,18.27,22.01,20.5,22.18,1018,,,81,2.06,70,,,,,,0,800,Clear,sky is clear,01n
1694296800,2023-09-09 22:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,20.81,10000,17.82,21.11,19.93,21.63,1017,,,83,2.06,80,,,,,,0,800,Clear,sky is clear,01n
1694300400,2023-09-09 23:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,20.7,10000,17.52,20.97,19.93,21.64,1017,,,82,1.54,90,,,,,,0,800,Clear,sky is clear,01n
1694304000,2023-09-10 00:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,20.7,10000,17.9,21.02,19.39,21.64,1017,,,84,1.03,80,,,,,,0,800,Clear,sky is clear,01n
1694307600,2023-09-10 01:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,20.07,10000,17.66,20.38,19.4,21.08,1017,,,86,1.54,70,,,,,,0,800,Clear,sky is clear,01n
1694311200,2023-09-10 02:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,19.88,10000,17.47,20.17,18.85,20.53,1017,,,86,1.54,100,,,,,,0,800,Clear,sky is clear,01n
1694314800,2023-09-10 03:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,19.92,10000,17.51,20.21,18.84,20.52,1017,,,86,2.06,100,,,,,,0,800,Clear,sky is clear,01n
1694318400,2023-09-10 04:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,19.77,10000,17.55,20.07,18.82,20.53,1017,,,87,1.54,90,,,,,,0,800,Clear,sky is clear,01n
1694322000,2023-09-10 05:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,19.35,10000,16.95,19.59,18.82,19.97,1017,,,86,3.09,110,,,,,,0,800,Clear,sky is clear,01n
1694325600,2023-09-10 06:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,19.73,10000,17.14,19.98,18.82,20.51,1017,,,85,2.57,100,,,,,,0,800,Clear,sky is clear,01d
1694329200,2023-09-10 07:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,21.86,10000,17.65,22.11,21.07,22.74,1018,,,77,3.6,120,,,,,,0,800,Clear,sky is clear,01d
1694332800,2023-09-10 08:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,23.56,10000,18.44,23.88,22.71,24.4,1018,,,73,4.12,110,,,,,,0,800,Clear,sky is clear,01d
1694336400,2023-09-10 09:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,25.26,10000,19.17,25.64,24.39,26.07,1018,,,69,4.02,124,4.92,,,,,0,800,Clear,sky is clear,01d
1694340000,2023-09-10 10:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,27.06,10000,19.92,28.54,26.07,27.75,1017,,,65,3.09,120,,,,,,0,800,Clear,sky is clear,01d
1694343600,2023-09-10 11:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,28.47,10000,20.74,30.57,27.71,29.4,1017,,,63,3.09,140,,,,,,0,800,Clear,sky is clear,01d
1694347200,2023-09-10 12:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,29.77,10000,20.9,32.21,28.28,31.07,1017,,,59,3.6,180,,,,,,0,800,Clear,sky is clear,01d
1694350800,2023-09-10 13:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,30.32,10000,20.56,32.63,29.37,31.63,1016,,,56,3.6,190,,,,,,0,800,Clear,sky is clear,01d
1694354400,2023-09-10 14:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,31.55,10000,20.5,34.01,30.5,32.18,1016,,,52,3.09,190,,,,,,0,800,Clear,sky is clear,01d
1694358000,2023-09-10 15:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,30.72,10000,20.04,32.74,29.93,32.18,1016,,,53,2.57,190,,,,,,0,800,Clear,sky is clear,01d
1694361600,2023-09-10 16:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,30.03,10000,20,31.94,29.39,30.52,1016,,,55,2.06,190,,,,,,0,800,Clear,sky is clear,01d
1694365200,2023-09-10 17:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,29.28,10000,20.16,31.19,28.28,29.96,1015,,,58,2.57,160,,,,,,0,800,Clear,sky is clear,01d
1694368800,2023-09-10 18:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,26.85,10000,20.45,28.46,26.61,27.18,1015,,,68,2.57,140,,,,,,0,800,Clear,sky is clear,01d
1694372400,2023-09-10 19:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,25.53,10000,19.66,25.97,24.39,26.64,1015,,,70,3.09,140,,,,,,0,800,Clear,sky is clear,01n
1694376000,2023-09-10 20:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,24.69,10000,19.75,25.15,23.27,26.08,1015,,,74,3.09,120,,,,,,0,800,Clear,sky is clear,01n
1694379600,2023-09-10 21:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,24.38,10000,18.78,24.73,23.26,24.97,1015,,,71,3.09,120,,,,,,0,800,Clear,sky is clear,01n
1694383200,2023-09-10 22:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,23.89,10000,18.76,24.24,23.27,24.41,1014,,,73,3.6,130,,,,,,0,800,Clear,sky is clear,01n
1694386800,2023-09-10 23:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,23.73,10000,18.82,24.09,22.18,24.96,1014,,,74,4.63,140,,,,,,0,800,Clear,sky is clear,01n
1694390400,2023-09-11 00:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,23.43,10000,18.75,23.79,22.16,24.4,1014,,,75,3.6,140,,,,,,0,800,Clear,sky is clear,01n
1694394000,2023-09-11 01:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,22.67,10000,18.43,23,21.6,23.3,1013,,,77,3.09,140,,,,,,0,800,Clear,sky is clear,01n
1694397600,2023-09-11 02:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,22.46,10000,18.02,22.75,21.05,23.28,1013,,,76,3.6,140,,,,,,0,800,Clear,sky is clear,01n
1694401200,2023-09-11 03:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,21.44,10000,18.81,21.86,20.5,22.18,1013,,,85,2.57,150,,,,,,0,800,Clear,sky is clear,01n
1694404800,2023-09-11 04:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,20.72,10000,17.34,20.96,19.93,21.63,1012,,,81,2.06,160,,,,,,0,800,Clear,sky is clear,01n
1694408400,2023-09-11 05:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,20.55,10000,17.37,20.8,19.4,21.62,1012,,,82,2.57,170,,,,,,0,800,Clear,sky is clear,01n
1694412000,2023-09-11 06:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,20.67,10000,17.1,20.88,19.93,21.62,1013,,,80,3.09,190,,,,,,0,800,Clear,sky is clear,01d
1694415600,2023-09-11 07:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,21.92,10000,17.91,22.2,21.04,22.72,1013,,,78,4.12,210,,,,,,0,800,Clear,sky is clear,01d
1694419200,2023-09-11 08:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,23.84,10000,18.71,24.19,22.74,24.96,1013,,,73,4.63,250,,,,,,0,800,Clear,sky is clear,01d
1694422800,2023-09-11 09:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,24.83,10000,18.29,25.12,23.82,25.51,1013,,,67,5.66,260,,,,,,0,800,Clear,sky is clear,01d
1694426400,2023-09-11 10:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,25.2,10000,18.88,25.55,23.82,26.06,1013,,,68,4.92,246,6.26,,,,,0,800,Clear,sky is clear,01d
1694430000,2023-09-11 11:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,25.15,10000,19.06,25.52,23.82,26.07,1013,,,69,5.14,260,,,,,,0,800,Clear,sky is clear,01d
1694433600,2023-09-11 12:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,25.03,,19.41,25.44,22.73,26.6,1013,,,71,3.13,263,5.81,,,,,47,802,Clouds,scattered clouds,03d
1694437200,2023-09-11 13:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,23.58,6000,19.52,24.03,20.97,24.96,1013,,,78,6.17,270,,,,,,75,803,Clouds,broken clouds,04d
1694440800,2023-09-11 14:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,22.42,9000,17.34,22.62,20.97,23.85,1013,,,73,4.63,260,,,,,,75,803,Clouds,broken clouds,04d
1694444400,2023-09-11 15:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,22.52,,17.66,22.76,21.62,23.29,1013,,,74,2.68,260,5.36,,,,,97,804,Clouds,overcast clouds,04d
1694448000,2023-09-11 16:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,21.8,10000,17.38,22.02,20.5,22.74,1013,,,76,4.12,250,,,,,,20,801,Clouds,few clouds,02d
1694451600,2023-09-11 17:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,20.98,10000,17.2,21.2,19.93,22.15,1013,,,79,2.06,320,,0.25,,,,0,500,Rain,light rain,10d
1694455200,2023-09-11 18:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,20.67,10000,17.3,20.91,19.39,21.63,1013,,,81,3.09,280,,,,,,20,801,Clouds,few clouds,02d
1694458800,2023-09-11 19:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,19.99,10000,17.21,20.24,18.82,20.53,1013,,,84,2.57,300,,,,,,20,801,Clouds,few clouds,02n
1694462400,2023-09-11 20:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,19.47,9000,16.7,19.67,18.82,20.5,1013,,,84,2.57,260,,,,,,94,804,Clouds,overcast clouds,04n
1694466000,2023-09-11 21:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,19.65,8000,16.68,19.84,18.85,20.5,1013,,,83,3.09,270,,0.17,,,,85,500,Rain,light rain,10n
1694469600,2023-09-11 22:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,19.51,5000,17.11,19.76,18.82,19.97,1014,,,86,2.06,180,,0.64,,,,20,521,Rain,shower rain,09n
1694473200,2023-09-11 23:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,18.91,4500,16.88,19.15,18.28,19.41,1013,,,88,1.54,180,,1.44,,,,20,701,Mist,mist,50n
1694473200,2023-09-11 23:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,18.91,4500,16.88,19.15,18.28,19.41,1013,,,88,1.54,180,,1.44,,,,20,501,Rain,moderate rain,10n
1694476800,2023-09-12 00:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,18.52,3500,16.67,18.75,17.71,19.41,1013,,,89,2.06,210,,,,,,20,741,Fog,fog,50n
1694480400,2023-09-12 01:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,18.04,1500,16.02,18.2,17.17,18.86,1013,,,88,1.54,180,,,,,,77,741,Fog,fog,50n
1694480400,2023-09-12 01:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,18.04,1500,16.02,18.2,17.17,18.86,1013,,,88,1.54,180,,,,,,77,701,Mist,mist,50n
1694484000,2023-09-12 02:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,17.6,1200,15.94,17.77,16.62,18.29,1013,,,90,2.57,210,,0.25,,,,98,741,Fog,fog,50n
1694484000,2023-09-12 02:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,17.6,1200,15.94,17.77,16.62,18.29,1013,,,90,2.57,210,,0.25,,,,98,701,Mist,mist,50n
1694484000,2023-09-12 02:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,17.6,1200,15.94,17.77,16.62,18.29,1013,,,90,2.57,210,,0.25,,,,98,500,Rain,light rain,10n
1694487600,2023-09-12 03:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,17.58,1500,15.92,17.74,16.62,18.3,1013,,,90,2.06,190,,,,,,99,741,Fog,fog,50n
1694487600,2023-09-12 03:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,17.58,1500,15.92,17.74,16.62,18.3,1013,,,90,2.06,190,,,,,,99,701,Mist,mist,50n
1694491200,2023-09-12 04:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,17.6,2500,16.11,17.79,16.62,18.3,1013,,,91,2.06,170,,0.25,,,,75,701,Mist,mist,50n
1694491200,2023-09-12 04:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,17.6,2500,16.11,17.79,16.62,18.3,1013,,,91,2.06,170,,0.25,,,,75,500,Rain,light rain,10n
1694491200,2023-09-12 04:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,17.6,2500,16.11,17.79,16.62,18.3,1013,,,91,2.06,170,,0.25,,,,75,741,Fog,fog,50n
1694494800,2023-09-12 05:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,17.64,2800,16.15,17.84,16.61,18.3,1012,,,91,3.09,160,,0.25,,,,75,500,Rain,light rain,10n
1694494800,2023-09-12 05:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,17.64,2800,16.15,17.84,16.61,18.3,1012,,,91,3.09,160,,0.25,,,,75,701,Mist,mist,50n
1694498400,2023-09-12 06:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,18.09,3000,16.77,18.36,17.17,18.86,1013,,,92,2.57,170,,,,,,75,701,Mist,mist,50d
1694502000,2023-09-12 07:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,18.74,3300,17.41,19.07,18.27,18.97,1013,,,92,3.13,205,4.47,,,,,75,701,Mist,mist,50d
1694505600,2023-09-12 08:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,19.84,5000,18.15,20.23,18.83,20.52,1013,,,90,3.58,196,4.02,,,,,75,701,Mist,mist,50d
1694509200,2023-09-12 09:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,20.74,8000,17.75,21.04,19.96,21.62,1014,,,83,3.09,250,,,,,,75,803,Clouds,broken clouds,04d
1694512800,2023-09-12 10:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,22.16,10000,18.55,22.52,21.07,23.29,1013,,,80,2.24,261,3.58,0.13,,,,20,500,Rain,light rain,10d
1694516400,2023-09-12 11:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,22.57,10000,18.13,22.87,21.61,23.28,1014,,,76,3.09,290,,0.57,,,,40,500,Rain,light rain,10d
1694520000,2023-09-12 12:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,23.16,10000,18.49,23.49,21.97,23.86,1014,,,75,2.57,290,,0.8,,,,40,500,Rain,light rain,10d
1694523600,2023-09-12 13:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,23.18,10000,17.86,23.43,21.6,23.86,1013,,,72,1.54,270,,2.22,,,,40,501,Rain,moderate rain,10d
1694527200,2023-09-12 14:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,22.63,10000,18.6,22.99,21.61,23.86,1013,,,78,4.12,200,,1.27,,,,20,501,Rain,moderate rain,10d
1694530800,2023-09-12 15:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,22.4,10000,18.17,22.71,21.07,23.86,1013,,,77,3.09,210,,0.25,,,,20,500,Rain,light rain,10d
1694534400,2023-09-12 16:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,21.66,10000,18.45,22.02,20.49,22.74,1012,,,82,2.68,333,3.13,0.99,,,,20,500,Rain,light rain,10d
1694538000,2023-09-12 17:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,21.3,10000,17.51,21.55,20.5,22.19,1013,,,79,3.6,320,,2.46,,,,0,501,Rain,moderate rain,10d
1694541600,2023-09-12 18:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,20.79,10000,17.8,21.09,19.94,21.07,1013,,,83,3.09,350,,1.32,,,,40,501,Rain,moderate rain,10d
1694545200,2023-09-12 19:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,20.29,10000,17.69,20.59,19.39,21.08,1013,,,85,2.06,360,,,,,,75,803,Clouds,broken clouds,04n
1694548800,2023-09-12 20:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,20.03,10000,17.24,20.28,19.38,20.53,1013,,,84,2.57,360,,,,,,20,801,Clouds,few clouds,02n
1694552400,2023-09-12 21:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,19.64,10000,16.86,19.85,18.84,19.97,1013,,,84,3.09,360,,,,,,20,801,Clouds,few clouds,02n
1694556000,2023-09-12 22:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,19.01,10000,16.43,19.19,18.28,19.41,1013,,,85,2.06,10,,0.23,,,,20,500,Rain,light rain,10n
1694559600,2023-09-12 23:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,18.83,10000,16.62,19.04,18.28,19.41,1013,,,87,2.06,40,,0.57,,,,20,500,Rain,light rain,10n
1694563200,2023-09-13 00:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,18.48,7000,16.1,18.63,17.71,18.85,1013,,,86,1.54,320,,0.25,,,,20,520,Rain,light intensity shower rain,09n
1694566800,2023-09-13 01:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,18.32,10000,16.48,18.53,17.71,18.86,1013,,,89,1.54,190,,0.25,,,,40,500,Rain,light rain,10n
1694570400,2023-09-13 02:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,18.13,10000,16.46,18.35,17.71,18.86,1013,,,90,1.03,0,,0.77,,,,40,500,Rain,light rain,10n
1694574000,2023-09-13 03:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,18.13,10000,16.29,18.32,17.17,18.85,1013,,,89,2.57,270,,0.76,,,,40,500,Rain,light rain,10n
1694577600,2023-09-13 04:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,18.06,10000,16.22,18.25,17.17,18.3,1013,,,89,2.57,220,,0.15,,,,40,500,Rain,light rain,10n
1694581200,2023-09-13 05:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,16.03,10000,14.73,16.09,14.95,17.18,1013,,,92,9.39,3,13.86,1.37,,,,20,501,Rain,moderate rain,10n
1694584800,2023-09-13 06:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,15.08,10000,13.28,14.97,14.93,15.52,1014,,,89,9.77,30,14.92,0.25,,,,40,500,Rain,light rain,10d
1694588400,2023-09-13 07:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,16.12,10000,12.48,15.85,15.5,16.64,1015,,,79,6.17,30,,0.16,,,,75,500,Rain,light rain,10d
1694592000,2023-09-13 08:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,17.05,10000,13.19,16.85,16.05,17.73,1017,,,78,4.63,40,,,,,,20,801,Clouds,few clouds,02d
1694595600,2023-09-13 09:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,17.52,10000,13.64,17.36,17.16,18.29,1018,,,78,6.69,360,,,,,,20,801,Clouds,few clouds,02d
1694599200,2023-09-13 10:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,16.78,9000,13.12,16.58,16.06,18.28,1019,,,79,5.66,10,,,,,,75,520,Rain,light intensity shower rain,09d
1694602800,2023-09-13 11:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,18.03,10000,12.04,17.66,17.16,18.85,1019,,,68,6.69,20,,,,,,75,803,Clouds,broken clouds,04d
1694606400,2023-09-13 12:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,19.44,10000,11.73,19.03,18.84,19.97,1020,,,61,7.2,30,,,,,,20,801,Clouds,few clouds,02d
1694610000,2023-09-13 13:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,19.79,10000,11.04,19.31,18.84,20.52,1020,,,57,5.66,20,,,,,,20,801,Clouds,few clouds,02d
1694613600,2023-09-13 14:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,19.63,10000,11.41,19.19,18.82,20.51,1021,,,59,4.63,10,,,,,,20,801,Clouds,few clouds,02d
1694617200,2023-09-13 15:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,19.3,10000,11.1,18.83,18.82,19.97,1021,,,59,4.47,33,5.81,,,,,20,801,Clouds,few clouds,02d
1694620800,2023-09-13 16:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,18.38,10000,13.03,18.13,17.73,19.39,1021,,,71,5.14,20,,,,,,40,802,Clouds,scattered clouds,03d
1694624400,2023-09-13 17:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,17.54,10000,12.23,17.2,16.63,18.28,1021,,,71,4.12,10,,,,,,40,802,Clouds,scattered clouds,03d
1694628000,2023-09-13 18:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,16.5,10000,11.65,16.11,15.5,17.17,1022,,,73,3.6,40,,,,,,40,802,Clouds,scattered clouds,03d
1694631600,2023-09-13 19:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,15.61,10000,11.2,15.18,14.93,16.08,1022,,,75,2.06,30,,,,,,20,801,Clouds,few clouds,02n
1694635200,2023-09-13 20:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,14.74,10000,10.36,14.23,14.39,15.53,1023,,,75,2.06,10,,,,,,20,801,Clouds,few clouds,02n
1694638800,2023-09-13 21:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,14,10000,9.64,13.41,13.27,14.41,1023,,,75,1.54,360,,,,,,20,801,Clouds,few clouds,02n
1694642400,2023-09-13 22:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,13.02,10000,9.47,12.44,12.17,13.3,1023,,,79,1.03,0,,,,,,20,801,Clouds,few clouds,02n
1694646000,2023-09-13 23:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,12.62,10000,9.63,12.08,12.17,13.28,1023,,,82,0.51,140,,,,,,20,801,Clouds,few clouds,02n
1694649600,2023-09-14 00:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,12.01,10000,9.57,11.49,11.06,13.28,1023,,,85,0.51,340,,,,,,20,801,Clouds,few clouds,02n
1694653200,2023-09-14 01:00:00 +0000 UTC,7200,Amsterdam,52.367573,4.904139,11.82,10000,9.38,11.28,11.06,12.18,1023,,,85,0.51,340,,,,,,20,801,Clouds,few clouds,02n
